Year,NOC,Athletes,Total_Medals,Efficiency
1896,AUS,1,5,5.0
1896,AUT,3,8,2.6666666666666665
1896,DEN,3,15,5.0
1896,FRA,12,26,2.1666666666666665
1896,GBR,10,25,2.5
1896,GER,19,94,4.947368421052632
1896,GRE,102,148,1.4509803921568627
1896,HUN,7,18,2.5714285714285716
1896,ITA,1,1,1.0
1896,SUI,3,8,2.6666666666666665
1896,SWE,1,5,5.0
1896,USA,14,27,1.9285714285714286
1900,ARG,1,1,1.0
1900,AUS,2,6,3.0
1900,AUT,16,26,1.625
1900,BEL,64,100,1.5625
1900,BOH,7,9,1.2857142857142858
1900,BRA,1,3,3.0
1900,CAN,4,7,1.75
1900,COL,1,1,1.0
1900,CUB,1,2,2.0
1900,DEN,13,36,2.769230769230769
1900,ESP,9,12,1.3333333333333333
1900,FRA,720,1071,1.4875
1900,GBR,104,146,1.4038461538461537
1900,GER,76,103,1.355263157894737
1900,GRE,3,4,1.3333333333333333
1900,HAI,3,4,1.3333333333333333
1900,HUN,18,34,1.8888888888888888
1900,IND,1,5,5.0
1900,IRI,1,1,1.0
1900,ITA,23,36,1.565217391304348
1900,LUX,1,1,1.0
1900,MEX,3,3,1.0
1900,NED,35,73,2.085714285714286
1900,NOR,7,29,4.142857142857143
1900,NZL,1,1,1.0
1900,PER,1,2,2.0
1900,ROU,1,1,1.0
1900,RUS,4,5,1.25
1900,SUI,18,52,2.888888888888889
1900,SWE,10,27,2.7
1900,USA,75,135,1.8
1904,AUS,2,6,3.0
1904,AUT,2,7,3.5
1904,CAN,56,61,1.0892857142857142
1904,CUB,3,6,2.0
1904,FRA,1,2,2.0
1904,GBR,6,6,1.0
1904,GER,22,55,2.5
1904,GRE,14,17,1.2142857142857142
1904,HUN,4,9,2.25
1904,ITA,1,1,1.0
1904,NFL,1,1,1.0
1904,NOR,3,6,2.0
1904,RSA,8,8,1.0
1904,SUI,3,7,2.3333333333333335
1904,USA,524,1109,2.116412213740458
1906,AUS,4,10,2.5
1906,AUT,31,100,3.225806451612903
1906,BEL,16,31,1.9375
1906,BOH,13,29,2.230769230769231
1906,CAN,3,4,1.3333333333333333
1906,CRT,8,11,1.375
1906,DEN,49,68,1.3877551020408163
1906,EGY,2,5,2.5
1906,FIN,4,18,4.5
1906,FRA,56,174,3.107142857142857
1906,GBR,48,113,2.3541666666666665
1906,GER,49,157,3.204081632653061
1906,GRE,312,484,1.5512820512820513
1906,HUN,35,99,2.8285714285714287
1906,ITA,76,103,1.355263157894737
1906,NED,16,49,3.0625
1906,NOR,32,55,1.71875
1906,SUI,9,45,5.0
1906,SWE,39,95,2.4358974358974357
1906,TUR,1,2,2.0
1906,USA,38,81,2.1315789473684212
1908,ANZ,30,48,1.6
1908,ARG,1,1,1.0
1908,AUT,7,13,1.8571428571428572
1908,BEL,70,99,1.4142857142857144
1908,BOH,19,41,2.1578947368421053
1908,CAN,87,148,1.7011494252873562
1908,DEN,78,107,1.3717948717948718
1908,FIN,62,94,1.5161290322580645
1908,FRA,208,319,1.5336538461538463
1908,GBR,735,972,1.3224489795918368
1908,GER,82,148,1.8048780487804879
1908,GRE,20,49,2.45
1908,HUN,65,107,1.646153846153846
1908,ISL,1,1,1.0
1908,ITA,66,97,1.4696969696969697
1908,NED,113,218,1.9292035398230087
1908,NOR,69,103,1.4927536231884058
1908,RSA,14,33,2.357142857142857
1908,RUS,6,7,1.1666666666666667
1908,SUI,1,1,1.0
1908,SWE,168,276,1.6428571428571428
1908,USA,122,219,1.7950819672131149
1912,ANZ,25,38,1.52
1912,AUT,85,132,1.5529411764705883
1912,BEL,36,72,2.0
1912,BOH,43,74,1.7209302325581395
1912,CAN,37,60,1.6216216216216217
1912,CHI,14,28,2.0
1912,DEN,152,233,1.5328947368421053
1912,FIN,164,233,1.420731707317073
1912,FRA,119,232,1.949579831932773
1912,GBR,274,461,1.6824817518248176
1912,GER,185,312,1.6864864864864866
1912,GRE,22,77,3.5
1912,HUN,121,207,1.7107438016528926
1912,ISL,2,2,1.0
1912,ITA,66,96,1.4545454545454546
1912,JPN,2,4,2.0
1912,LUX,21,44,2.0952380952380953
1912,NED,33,45,1.3636363636363635
1912,NOR,190,263,1.3842105263157896
1912,POL,1,1,1.0
1912,POR,6,8,1.3333333333333333
1912,RSA,21,56,2.6666666666666665
1912,RUS,159,266,1.6729559748427674
1912,SRB,2,2,1.0
1912,SUI,7,7,1.0
1912,SWE,444,714,1.6081081081081081
1912,TUR,2,7,3.5
1912,UNK,2,2,1.0
1912,USA,174,364,2.0919540229885056
1920,ARG,1,1,1.0
1920,AUS,13,29,2.230769230769231
1920,BEL,336,518,1.5416666666666667
1920,BRA,19,38,2.0
1920,CAN,52,85,1.6346153846153846
1920,CHI,2,2,1.0
1920,DEN,154,246,1.5974025974025974
1920,EGY,18,22,1.2222222222222223
1920,ESP,58,111,1.9137931034482758
1920,EST,14,20,1.4285714285714286
1920,FIN,63,136,2.1587301587301586
1920,FRA,304,452,1.486842105263158
1920,GBR,234,345,1.4743589743589745
1920,GRE,47,98,2.0851063829787235
1920,IND,5,7,1.4
1920,ITA,174,291,1.6724137931034482
1920,JPN,15,26,1.7333333333333334
1920,LUX,25,35,1.4
1920,MON,4,7,1.75
1920,NED,130,213,1.6384615384615384
1920,NOR,193,267,1.383419689119171
1920,NZL,4,6,1.5
1920,POR,13,40,3.076923076923077
1920,RSA,39,97,2.4871794871794872
1920,SUI,77,126,1.6363636363636365
1920,SWE,260,404,1.5538461538461539
1920,TCH,119,182,1.5294117647058822
1920,USA,288,473,1.6423611111111112
1920,YUG,15,15,1.0
1924,ARG,77,109,1.4155844155844155
1924,AUS,37,61,1.6486486486486487
1924,AUT,53,60,1.1320754716981132
1924,BEL,190,266,1.4
1924,BRA,12,18,1.5
1924,BUL,24,31,1.2916666666666667
1924,CAN,77,100,1.2987012987012987
1924,CHI,13,18,1.3846153846153846
1924,CUB,9,13,1.4444444444444444
1924,DEN,89,158,1.7752808988764044
1924,ECU,3,4,1.3333333333333333
1924,EGY,24,30,1.25
1924,ESP,95,151,1.5894736842105264
1924,EST,37,47,1.2702702702702702
1924,FIN,136,286,2.1029411764705883
1924,FRA,444,704,1.5855855855855856
1924,GBR,311,478,1.5369774919614148
1924,GRE,39,79,2.0256410256410255
1924,HAI,8,16,2.0
1924,HUN,93,146,1.5698924731182795
1924,IND,20,31,1.55
1924,IRL,48,60,1.25
1924,ITA,223,357,1.600896860986547
1924,JPN,19,37,1.9473684210526316
1924,LAT,37,54,1.4594594594594594
1924,LTU,13,13,1.0
1924,LUX,48,122,2.5416666666666665
1924,MEX,15,28,1.8666666666666667
1924,MON,7,9,1.2857142857142858
1924,NED,177,246,1.3898305084745763
1924,NEP,1,1,1.0
1924,NOR,76,141,1.855263157894737
1924,NZL,4,6,1.5
1924,PHI,1,2,2.0
1924,POL,72,115,1.5972222222222223
1924,POR,28,47,1.6785714285714286
1924,ROU,35,45,1.2857142857142858
1924,RSA,30,44,1.4666666666666666
1924,RUS,3,3,1.0
1924,SUI,170,301,1.7705882352941176
1924,SWE,190,297,1.563157894736842
1924,TCH,160,273,1.70625
1924,TUR,22,23,1.0454545454545454
1924,URU,26,40,1.5384615384615385
1924,USA,323,500,1.5479876160990713
1924,YUG,46,123,2.6739130434782608
1928,ARG,91,108,1.1868131868131868
1928,AUS,18,29,1.6111111111111112
1928,AUT,111,162,1.4594594594594594
1928,BEL,211,286,1.3554502369668247
1928,BUL,5,10,2.0
1928,CAN,92,144,1.565217391304348
1928,CHI,38,46,1.2105263157894737
1928,CUB,1,1,1.0
1928,DEN,91,122,1.3406593406593406
1928,EGY,32,43,1.34375
1928,ESP,80,106,1.325
1928,EST,22,29,1.3181818181818181
1928,FIN,87,159,1.8275862068965518
1928,FRA,293,469,1.6006825938566553
1928,GBR,264,393,1.4886363636363635
1928,GER,339,450,1.3274336283185841
1928,GRE,23,47,2.0434782608695654
1928,HAI,2,3,1.5
1928,HUN,121,235,1.9421487603305785
1928,IND,21,24,1.1428571428571428
1928,IRL,38,44,1.1578947368421053
1928,ITA,187,289,1.5454545454545454
1928,JPN,46,66,1.434782608695652
1928,LAT,18,27,1.5
1928,LTU,13,17,1.3076923076923077
1928,LUX,53,112,2.1132075471698113
1928,MEX,35,60,1.7142857142857142
1928,MLT,9,9,1.0
1928,MON,10,12,1.2
1928,NED,273,395,1.4468864468864469
1928,NOR,76,113,1.486842105263158
1928,NZL,9,13,1.4444444444444444
1928,PAN,1,2,2.0
1928,PHI,4,6,1.5
1928,POL,117,174,1.4871794871794872
1928,POR,32,39,1.21875
1928,ROU,31,43,1.3870967741935485
1928,RSA,24,40,1.6666666666666667
1928,SUI,173,279,1.6127167630057804
1928,SWE,124,169,1.3629032258064515
1928,TCH,94,175,1.8617021276595744
1928,TUR,31,40,1.2903225806451613
1928,URU,17,17,1.0
1928,USA,304,471,1.549342105263158
1928,YUG,40,94,2.35
1928,ZIM,2,2,1.0
1932,ARG,33,47,1.4242424242424243
1932,AUS,13,20,1.5384615384615385
1932,AUT,26,45,1.7307692307692308
1932,BEL,41,74,1.8048780487804879
1932,BRA,59,67,1.1355932203389831
1932,BUL,2,2,1.0
1932,CAN,144,244,1.6944444444444444
1932,CHN,1,2,2.0
1932,COL,2,2,1.0
1932,CUB,3,3,1.0
1932,DEN,43,94,2.186046511627907
1932,ESA,1,4,4.0
1932,ESP,7,8,1.1428571428571428
1932,EST,2,3,1.5
1932,FIN,47,78,1.6595744680851063
1932,FRA,111,167,1.5045045045045045
1932,GBR,111,174,1.5675675675675675
1932,GER,165,225,1.3636363636363635
1932,GRE,10,16,1.6
1932,GUA,1,1,1.0
1932,HAI,3,3,1.0
1932,HUN,62,122,1.967741935483871
1932,IND,19,26,1.368421052631579
1932,IRL,16,18,1.125
1932,ITA,124,174,1.403225806451613
1932,JPN,173,236,1.3641618497109826
1932,LAT,5,13,2.6
1932,LUX,3,11,3.6666666666666665
1932,MEX,73,100,1.36986301369863
1932,MON,1,1,1.0
1932,NED,46,80,1.7391304347826086
1932,NOR,26,41,1.5769230769230769
1932,NZL,21,29,1.380952380952381
1932,PER,2,3,1.5
1932,PHI,8,8,1.0
1932,POL,66,93,1.4090909090909092
1932,POR,6,8,1.3333333333333333
1932,ROU,5,8,1.6
1932,RSA,12,20,1.6666666666666667
1932,SUI,14,21,1.5
1932,SWE,93,146,1.5698924731182795
1932,TCH,31,61,1.967741935483871
1932,TUR,1,2,2.0
1932,URU,2,6,3.0
1932,USA,538,813,1.5111524163568772
1932,VEN,1,1,1.0
1932,YUG,1,1,1.0
1936,AFG,15,16,1.0666666666666667
1936,ARG,51,68,1.3333333333333333
1936,AUS,33,42,1.2727272727272727
1936,AUT,292,435,1.4897260273972603
1936,BEL,176,242,1.375
1936,BER,5,9,1.8
1936,BOL,2,2,1.0
1936,BRA,73,94,1.2876712328767124
1936,BUL,33,96,2.909090909090909
1936,CAN,126,208,1.6507936507936507
1936,CHI,40,56,1.4
1936,CHN,54,65,1.2037037037037037
1936,COL,5,6,1.2
1936,CRC,1,1,1.0
1936,DEN,121,173,1.4297520661157024
1936,EGY,53,66,1.2452830188679245
1936,ESP,6,6,1.0
1936,EST,38,45,1.1842105263157894
1936,FIN,127,222,1.7480314960629921
1936,FRA,229,337,1.4716157205240175
1936,GBR,245,290,1.183673469387755
1936,GER,488,648,1.3278688524590163
1936,GRE,42,66,1.5714285714285714
1936,HUN,238,364,1.5294117647058822
1936,IND,27,30,1.1111111111111112
1936,ISL,12,13,1.0833333333333333
1936,ITA,284,397,1.397887323943662
1936,JPN,251,374,1.4900398406374502
1936,LAT,55,69,1.2545454545454546
1936,LIE,10,12,1.2
1936,LUX,53,134,2.5283018867924527
1936,MEX,32,32,1.0
1936,MLT,11,11,1.0
1936,MON,8,11,1.375
1936,NED,173,246,1.4219653179190752
1936,NOR,100,131,1.31
1936,NZL,7,9,1.2857142857142858
1936,PER,40,46,1.15
1936,PHI,28,40,1.4285714285714286
1936,POL,164,209,1.274390243902439
1936,POR,19,26,1.368421052631579
1936,ROU,68,140,2.0588235294117645
1936,RSA,32,54,1.6875
1936,SUI,224,367,1.6383928571428572
1936,SWE,202,269,1.3316831683168318
1936,TCH,234,354,1.5128205128205128
1936,TUR,54,72,1.3333333333333333
1936,URU,37,40,1.0810810810810811
1936,USA,414,561,1.355072463768116
1936,YUG,110,197,1.790909090909091
1948,AFG,25,25,1.0
1948,ARG,208,315,1.5144230769230769
1948,AUS,75,103,1.3733333333333333
1948,AUT,201,323,1.6069651741293531
1948,BEL,163,201,1.2331288343558282
1948,BER,12,28,2.3333333333333335
1948,BRA,70,105,1.5
1948,BUL,4,9,2.25
1948,CAN,155,235,1.5161290322580645
1948,CHI,58,83,1.4310344827586208
1948,CHN,31,33,1.064516129032258
1948,COL,6,11,1.8333333333333333
1948,CUB,53,112,2.1132075471698113
1948,DEN,164,255,1.5548780487804879
1948,EGY,85,166,1.9529411764705882
1948,ESP,71,96,1.352112676056338
1948,FIN,153,260,1.6993464052287581
1948,FRA,352,493,1.4005681818181819
1948,GBR,462,668,1.4458874458874458
1948,GRE,62,99,1.596774193548387
1948,GUY,4,7,1.75
1948,HUN,150,265,1.7666666666666666
1948,IND,79,89,1.1265822784810127
1948,IRI,36,39,1.0833333333333333
1948,IRL,73,83,1.1369863013698631
1948,IRQ,11,13,1.1818181818181819
1948,ISL,24,35,1.4583333333333333
1948,ITA,269,391,1.453531598513011
1948,JAM,13,26,2.0
1948,KOR,49,55,1.1224489795918366
1948,LIB,10,12,1.2
1948,LIE,12,18,1.5
1948,LUX,45,115,2.5555555555555554
1948,MEX,88,149,1.6931818181818181
1948,MLT,1,1,1.0
1948,MON,4,4,1.0
1948,MYA,4,5,1.25
1948,NED,153,202,1.3202614379084967
1948,NOR,130,172,1.323076923076923
1948,NZL,7,8,1.1428571428571428
1948,PAK,35,44,1.2571428571428571
1948,PAN,1,2,2.0
1948,PER,41,49,1.1951219512195121
1948,PHI,26,31,1.1923076923076923
1948,POL,67,96,1.4328358208955223
1948,POR,48,65,1.3541666666666667
1948,PUR,9,9,1.0
1948,ROU,7,14,2.0
1948,RSA,35,43,1.2285714285714286
1948,SGP,1,1,1.0
1948,SRI,7,10,1.4285714285714286
1948,SUI,256,386,1.5078125
1948,SWE,223,293,1.3139013452914798
1948,SYR,1,1,1.0
1948,TCH,134,227,1.6940298507462686
1948,TTO,5,9,1.8
1948,TUR,62,97,1.564516129032258
1948,URU,61,79,1.2950819672131149
1948,USA,369,521,1.4119241192411924
1948,VEN,1,2,2.0
1948,YUG,107,192,1.794392523364486
1952,AHO,11,11,1.0
1952,ARG,135,195,1.4444444444444444
1952,AUS,90,159,1.7666666666666666
1952,AUT,150,312,2.08
1952,BAH,7,7,1.0
1952,BEL,144,199,1.3819444444444444
1952,BER,6,12,2.0
1952,BRA,97,119,1.2268041237113403
1952,BUL,73,198,2.712328767123288
1952,CAN,146,214,1.4657534246575343
1952,CHI,62,89,1.435483870967742
1952,CHN,1,1,1.0
1952,CUB,29,57,1.9655172413793103
1952,DEN,130,202,1.5538461538461539
1952,EGY,106,196,1.849056603773585
1952,ESP,31,53,1.7096774193548387
1952,FIN,307,485,1.5798045602605864
1952,FRA,271,453,1.6715867158671587
1952,GBR,275,436,1.5854545454545454
1952,GER,258,442,1.7131782945736433
1952,GHA,7,9,1.2857142857142858
1952,GRE,51,60,1.1764705882352942
1952,GUA,21,35,1.6666666666666667
1952,GUY,1,1,1.0
1952,HKG,4,9,2.25
1952,HUN,201,366,1.8208955223880596
1952,INA,3,3,1.0
1952,IND,64,94,1.46875
1952,IRI,22,23,1.0454545454545454
1952,IRL,19,25,1.3157894736842106
1952,ISL,20,42,2.1
1952,ISR,25,31,1.24
1952,ITA,264,428,1.621212121212121
1952,JAM,8,16,2.0
1952,JPN,82,158,1.9268292682926829
1952,KOR,19,22,1.1578947368421053
1952,LIB,10,12,1.2
1952,LIE,2,2,1.0
1952,LUX,44,101,2.2954545454545454
1952,MEX,64,85,1.328125
1952,MON,8,10,1.25
1952,MYA,5,5,1.0
1952,NED,115,203,1.7652173913043478
1952,NGR,9,15,1.6666666666666667
1952,NOR,173,291,1.6820809248554913
1952,NZL,17,26,1.5294117647058822
1952,PAK,38,51,1.3421052631578947
1952,PAN,1,1,1.0
1952,PHI,25,28,1.12
1952,POL,155,290,1.8709677419354838
1952,POR,72,156,2.1666666666666665
1952,PUR,21,23,1.0952380952380953
1952,ROU,130,266,2.046153846153846
1952,RSA,64,109,1.703125
1952,SAA,36,93,2.5833333333333335
1952,SGP,5,7,1.4
1952,SRI,5,7,1.4
1952,SUI,212,327,1.5424528301886793
1952,SWE,271,449,1.6568265682656826
1952,TCH,121,245,2.024793388429752
1952,THA,8,15,1.875
1952,TTO,2,2,1.0
1952,TUR,51,58,1.1372549019607843
1952,URS,295,451,1.528813559322034
1952,URU,32,42,1.3125
1952,USA,352,547,1.5539772727272727
1952,VEN,38,63,1.6578947368421053
1952,VNM,8,13,1.625
1952,YUG,93,203,2.182795698924731
1956,AFG,12,12,1.0
1956,ARG,35,44,1.2571428571428571
1956,AUS,306,429,1.4019607843137254
1956,AUT,94,144,1.5319148936170213
1956,BAH,4,5,1.25
1956,BEL,61,88,1.4426229508196722
1956,BER,3,3,1.0
1956,BOL,1,2,2.0
1956,BRA,47,63,1.3404255319148937
1956,BUL,54,97,1.7962962962962963
1956,CAM,2,2,1.0
1956,CAN,131,202,1.5419847328244274
1956,CHI,36,50,1.3888888888888888
1956,COL,26,47,1.8076923076923077
1956,CUB,16,24,1.5
1956,DEN,37,51,1.3783783783783783
1956,EGY,3,6,2.0
1956,ESP,15,30,2.0
1956,ETH,12,30,2.5
1956,FIJ,5,5,1.0
1956,FIN,102,199,1.9509803921568627
1956,FRA,177,279,1.576271186440678
1956,GBR,238,352,1.4789915966386555
1956,GER,230,351,1.5260869565217392
1956,GRE,16,22,1.375
1956,GUY,4,6,1.5
1956,HKG,2,4,2.0
1956,HUN,113,199,1.761061946902655
1956,INA,22,24,1.0909090909090908
1956,IND,59,79,1.3389830508474576
1956,IRI,20,26,1.3
1956,IRL,18,25,1.3888888888888888
1956,ISL,9,16,1.7777777777777777
1956,ISR,3,3,1.0
1956,ITA,200,300,1.5
1956,JAM,6,13,2.1666666666666665
1956,JPN,122,248,2.0327868852459017
1956,KEN,25,31,1.24
1956,KOR,39,46,1.1794871794871795
1956,LBR,4,11,2.75
1956,LIB,3,8,2.6666666666666665
1956,LIE,8,14,1.75
1956,LUX,11,27,2.4545454545454546
1956,MAL,32,34,1.0625
1956,MEX,24,36,1.5
1956,MYA,11,12,1.0909090909090908
1956,NBO,2,2,1.0
1956,NED,9,17,1.8888888888888888
1956,NGR,10,14,1.4
1956,NOR,67,106,1.5820895522388059
1956,NZL,51,57,1.1176470588235294
1956,PAK,55,79,1.4363636363636363
1956,PER,8,10,1.25
1956,PHI,39,48,1.2307692307692308
1956,POL,115,192,1.6695652173913043
1956,POR,12,18,1.5
1956,PUR,10,14,1.4
1956,ROU,69,138,2.0
1956,RSA,50,90,1.8
1956,SGP,49,52,1.0612244897959184
1956,SRI,3,3,1.0
1956,SUI,68,98,1.4411764705882353
1956,SWE,155,279,1.8
1956,TCH,104,225,2.1634615384615383
1956,THA,35,40,1.1428571428571428
1956,TPE,20,23,1.15
1956,TTO,6,10,1.6666666666666667
1956,TUR,23,38,1.6521739130434783
1956,UGA,3,5,1.6666666666666667
1956,URS,334,492,1.473053892215569
1956,URU,21,29,1.380952380952381
1956,USA,371,535,1.4420485175202156
1956,VEN,22,38,1.7272727272727273
1956,VNM,6,10,1.6666666666666667
1956,YUG,52,73,1.4038461538461537
1960,AFG,12,16,1.3333333333333333
1960,AHO,5,5,1.0
1960,ARG,98,130,1.3265306122448979
1960,AUS,219,318,1.452054794520548
1960,AUT,129,240,1.8604651162790697
1960,BAH,13,14,1.0769230769230769
1960,BEL,101,150,1.4851485148514851
1960,BER,9,9,1.0
1960,BRA,72,86,1.1944444444444444
1960,BUL,105,198,1.8857142857142857
1960,CAN,129,215,1.6666666666666667
1960,CHI,14,21,1.5
1960,COL,16,23,1.4375
1960,CUB,12,21,1.75
1960,DEN,101,112,1.108910891089109
1960,ESP,148,250,1.6891891891891893
1960,ETH,10,15,1.5
1960,FIJ,2,3,1.5
1960,FIN,165,293,1.7757575757575759
1960,FRA,264,418,1.5833333333333333
1960,GBR,270,428,1.5851851851851853
1960,GER,368,535,1.453804347826087
1960,GHA,13,15,1.1538461538461537
1960,GRE,48,59,1.2291666666666667
1960,GUY,5,6,1.2
1960,HAI,1,1,1.0
1960,HKG,4,4,1.0
1960,HUN,187,316,1.6898395721925135
1960,INA,22,27,1.2272727272727273
1960,IND,45,49,1.0888888888888888
1960,IRI,23,24,1.0434782608695652
1960,IRL,49,63,1.2857142857142858
1960,IRQ,21,28,1.3333333333333333
1960,ISL,13,21,1.6153846153846154
1960,ISR,23,46,2.0
1960,ITA,308,460,1.4935064935064934
1960,JPN,203,351,1.729064039408867
1960,KEN,27,30,1.1111111111111112
1960,KOR,42,69,1.6428571428571428
1960,LBR,4,6,1.5
1960,LIB,21,27,1.2857142857142858
1960,LIE,8,17,2.125
1960,LUX,52,117,2.25
1960,MAL,9,11,1.2222222222222223
1960,MAR,47,111,2.3617021276595747
1960,MEX,69,110,1.5942028985507246
1960,MLT,10,13,1.3
1960,MON,11,13,1.1818181818181819
1960,MYA,10,10,1.0
1960,NED,117,173,1.4786324786324787
1960,NGR,12,15,1.25
1960,NOR,69,105,1.5217391304347827
1960,NZL,41,59,1.4390243902439024
1960,PAK,44,53,1.2045454545454546
1960,PAN,6,8,1.3333333333333333
1960,PER,31,33,1.064516129032258
1960,PHI,40,49,1.225
1960,POL,198,335,1.6919191919191918
1960,POR,65,109,1.676923076923077
1960,PUR,27,29,1.0740740740740742
1960,RHO,10,12,1.2
1960,ROU,98,156,1.5918367346938775
1960,RSA,59,76,1.2881355932203389
